taxon,NAME,fips,O,H,G,bonap,usda,sum
Vitis rotundifolia var. rotundifolia,Columbus,37047,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Granville,37077,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Halifax,51083,1,NA,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Caswell,37033,1,NA,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Pittsylvania,51143,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Elmore,01051,1,NA,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Montgomery,01101,1,NA,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Bullock,01011,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Perry,01105,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Jefferson,01073,2,NA,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Blount,01009,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Saint Clair,01115,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Butler,01013,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Conecuh,01035,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Wilcox,01131,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Tallapoosa,01123,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Marengo,01091,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Lawrence,01079,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Morgan,01103,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Greene,01063,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Lincoln,05079,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Jefferson,05069,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Drew,05043,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Cleveland,05025,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Hot Spring,05059,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Montgomery,05097,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Cleburne,05023,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Van Buren,05141,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Conway,05029,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Perry,05105,NA,3,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Yell,05149,NA,3,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Pope,05115,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Pulaski,05119,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Johnson,05071,NA,3,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Saline,05125,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Hempstead,05057,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Alachua,12001,1,NA,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Marion,12083,1,NA,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Gilchrist,12041,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Clay,12019,1,NA,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Liberty,12077,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Polk,12105,1,1,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Osceola,12097,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Tattnall,13267,NA,3,NA,NA,NA,3
Vitis rotundifolia var. rotundifolia,Pierce,13229,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Bacon,13005,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Jeff Davis,13161,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Lanier,13173,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Coffee,13069,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Baker,13007,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Mitchell,13205,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Baldwin,13009,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Jones,13169,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Putnam,13237,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Banks,13011,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Madison,13195,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Jackson,13157,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Hall,13139,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Oconee,13219,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Gwinnett,13135,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Bartow,13015,NA,4,NA,NA,NA,4
Vitis rotundifolia var. rotundifolia,Cobb,13067,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Gordon,13129,NA,2,NA,NA,NA,2
Vitis rotundifolia var. rotundifolia,Cherokee,13057,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Turner,13287,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Cook,13075,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Tift,13277,NA,1,NA,NA,NA,1
Vitis rotundifolia var. rotundifolia,Bibb,13021,NA,2,NA,NA,NA,2
