species,projection,buffer_km,SRS_ex,GRS_ex,ERS_ex,FCS_ex,FCS_ex_class,SRS_in,GRS_in,ERS_in,FCS_in,FCS_in_class,FCS_min,FCS_min_class,FCS_max,FCS_max_class,FCS_mean,FCS_mean_class,GRS_ex_SD,GRS_ex_CV,ERS_ex_SD,ERS_ex_CV,FCS_ex_SD,FCS_ex_CV,GRS_in_SD,GRS_in_CV,ERS_in_SD,ERS_in_CV,FCS_in_SD,FCS_in_CV,FCS_min_SD,FCS_min_CV,FCS_max_SD,FCS_max_CV,FCS_mean_SD,FCS_mean_CV
Vitis aestivalis var. bicolor,WGS84,100,0.42674253200568996,0,0,0.1422475106685633,UP,6.329113924050633,4.486605295470047,92.85714285714286,34.55762069222118,HP,0.1422475106685633,UP,34.55762069222118,HP,17.34993410144487,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. bicolor,EqualArea,1,0.42674253200568996,0,0,0.1422475106685633,UP,5.852417302798982,4.495809791105524,92.85714285714286,34.401789983682455,HP,0.1422475106685633,UP,34.401789983682455,HP,17.272018747175508,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. bicolor,EqualArea,5,0.42674253200568996,0,0,0.1422475106685633,UP,5.852417302798982,4.495809791105524,92.85714285714286,34.401789983682455,HP,0.1422475106685633,UP,34.401789983682455,HP,17.272018747175508,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. bicolor,EqualArea,20,0.42674253200568996,0,0,0.1422475106685633,UP,5.852417302798982,4.495809791105524,92.85714285714286,34.401789983682455,HP,0.1422475106685633,UP,34.401789983682455,HP,17.272018747175508,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. bicolor,EqualArea,50,0.42674253200568996,0,0,0.1422475106685633,UP,5.852417302798982,4.495809791105524,92.85714285714286,34.401789983682455,HP,0.1422475106685633,UP,34.401789983682455,HP,17.272018747175508,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis aestivalis var. bicolor,EqualArea,100,0.42674253200568996,0,0,0.1422475106685633,UP,5.852417302798982,4.495809791105524,92.85714285714286,34.401789983682455,HP,0.1422475106685633,UP,34.401789983682455,HP,17.272018747175508,UP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitis arizonica,WGS84,1,8.598083711548158,0.07937960463451096,40,16.22582110539422,UP,35.99078341013825,21.09693696107827,93.33333333333333,50.14035123484995,MP,16.22582110539422,UP,50.14035123484995,MP,33.18308617012209,HP,30.08493762286348,122.97061598222486,13.824294235551811,24.112141108520603,14.332707675388454,47.566105150978345,0,0,0,0,0,0,14.055698357812453,46.88590633396658,0.34362117743317866,0.68322467543175,7.166353837694228,17.855057307992563
Vitis arizonica,WGS84,5,8.598083711548158,1.3288338095888559,46.666666666666664,18.864528062601227,UP,35.99078341013825,21.09693696107827,93.33333333333333,50.14035123484995,MP,18.864528062601227,UP,50.14035123484995,MP,34.50243964872559,HP,30.08493762286348,122.97061598222486,13.824294235551811,24.112141108520603,14.332707675388454,47.566105150978345,0,0,0,0,0,0,14.055698357812453,46.88590633396658,0.34362117743317866,0.68322467543175,7.166353837694228,17.855057307992563
Vitis arizonica,WGS84,20,8.598083711548158,11.959501751124163,60,26.85252848755744,HP,35.99078341013825,21.09693696107827,93.33333333333333,50.14035123484995,MP,26.85252848755744,HP,50.14035123484995,MP,38.4964398612037,HP,30.08493762286348,122.97061598222486,13.824294235551811,24.112141108520603,14.332707675388454,47.566105150978345,0,0,0,0,0,0,14.055698357812453,46.88590633396658,0.34362117743317866,0.68322467543175,7.166353837694228,17.855057307992563
Vitis arizonica,WGS84,50,8.598083711548158,38.16328457850781,66.66666666666666,37.80934498557421,HP,35.99078341013825,21.09693696107827,93.33333333333333,50.14035123484995,MP,37.80934498557421,HP,50.14035123484995,MP,43.97484811021208,HP,30.08493762286348,122.97061598222486,13.824294235551811,24.112141108520603,14.332707675388454,47.566105150978345,0,0,0,0,0,0,14.055698357812453,46.88590633396658,0.34362117743317866,0.68322467543175,7.166353837694228,17.855057307992563
